Rank	score	Perturbation	Perturbation LIFE URL	Perturbation PubChem URL	Perturbation DrugBank URL	Cell-line	Dose	Time	Signature URL
1	0.2069	OXIBENDAZOLE	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-K52075715	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=4622	None	HA1E	10.0um	24.0h	https://maayanlab.cloud/l1000cds2/meta?sig_id=CPC004_HA1E_24H:BRD-K52075715:10.0
2	0.2069	S1040	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-K23984367	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=406563	None	NPC	10.0um	24.0h	https://maayanlab.cloud/l1000cds2/meta?sig_id=CPC013_NPC_24H:BRD-K23984367:10.0
3	0.2069	(+)-JQ1	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-K54606188	None	None	A375	1.11um	24h	https://maayanlab.cloud/l1000cds2/meta?sig_id=LJP008_A375_24H:BRD-K54606188:1.11
4	0.1724	trichostatin A	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-A19037878	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=6376322	None	HA1E	10.0um	24.0h	https://maayanlab.cloud/l1000cds2/meta?sig_id=CPC001_HA1E_24H:BRD-A19037878:10.0
5	0.1724	SARMENTOGENIN	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-A89434049	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=6708600	None	HA1E	10.0um	24.0h	https://maayanlab.cloud/l1000cds2/meta?sig_id=CPC001_HA1E_24H:BRD-A89434049:10.0
6	0.1724	Digoxin	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-K23478508	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=2724385	None	HA1E	10.0um	24.0h	https://maayanlab.cloud/l1000cds2/meta?sig_id=CPC001_HA1E_24H:BRD-K23478508:10.0
7	0.1724	JAK3 Inhibitor VI	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-K04546108	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=9947841	None	HA1E	10.0um	6.0h	https://maayanlab.cloud/l1000cds2/meta?sig_id=CPC001_HA1E_6H:BRD-K04546108:10.0
8	0.1724	trichostatin A	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-A19037878	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=6376322	None	HA1E	10.0um	24.0h	https://maayanlab.cloud/l1000cds2/meta?sig_id=CPC004_HA1E_24H:BRD-A19037878:10.0
9	0.1724	DIGITOXIN	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-A93236127	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=5702041	None	HA1E	10.0um	6.0h	https://maayanlab.cloud/l1000cds2/meta?sig_id=CPC004_HA1E_6H:BRD-A93236127:10.0
10	0.1724	DIGOXIN	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-A94756469	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=5702042	None	HA1E	10.0um	6.0h	https://maayanlab.cloud/l1000cds2/meta?sig_id=CPC004_HA1E_6H:BRD-A94756469:10.0
11	0.1724	IMD 0354	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-K74305673	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=5081913	None	A549	10.0um	6.0h	https://maayanlab.cloud/l1000cds2/meta?sig_id=CPC006_A549_6H:BRD-K74305673:10.0
12	0.1724	Ingenol 3, 20-dibenzoate	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-A52650764	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=5225086	None	CL34	10.0um	6.0h	https://maayanlab.cloud/l1000cds2/meta?sig_id=CPC006_CL34_6H:BRD-A52650764:10.0
13	0.1724	Ingenol 3, 20-dibenzoate	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-A52650764	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=5225086	None	HA1E	10.0um	6.0h	https://maayanlab.cloud/l1000cds2/meta?sig_id=CPC006_HA1E_6H:BRD-A52650764:10.0
14	0.1724	MST- 312	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-K19894101	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=10385095	None	PC3	11.1um	24.0h	https://maayanlab.cloud/l1000cds2/meta?sig_id=CPC006_PC3_24H:BRD-K19894101:11.1
15	0.1724	chaetocin	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-A85860691	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=161591	None	PL21	0.08um	6.0h	https://maayanlab.cloud/l1000cds2/meta?sig_id=CPC006_PL21_6H:BRD-A85860691:0.08
16	0.1724	Salermide	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-A67788537	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=42626405	None	SNUC5	120.0um	6.0h	https://maayanlab.cloud/l1000cds2/meta?sig_id=CPC006_SNUC5_6H:BRD-A67788537:120.0
17	0.1724	phorbol-12-myristate-13-acetate (PMA)	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-A15079084	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=4792	None	SW620	10.0um	6.0h	https://maayanlab.cloud/l1000cds2/meta?sig_id=CPC006_SW620_6H:BRD-A15079084:10.0
18	0.1724	LY-2183240	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-K37865504	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=11507802	None	SW620	10.0um	6.0h	https://maayanlab.cloud/l1000cds2/meta?sig_id=CPC006_SW620_6H:BRD-K37865504:10.0
19	0.1724	BRD-K84203638	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-K84203638	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=3237904	None	A375	10.0um	6.0h	https://maayanlab.cloud/l1000cds2/meta?sig_id=CPC007_A375_6H:BRD-K84203638:10.0
20	0.1724	MLS-0437446.0001	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-K32636001	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=9581015	None	HT29	10.0um	6.0h	https://maayanlab.cloud/l1000cds2/meta?sig_id=CPC008_HT29_6H:BRD-K32636001:10.0
21	0.1724	7241-4207	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-K69852452	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=5056826	None	VCAP	10.0um	24.0h	https://maayanlab.cloud/l1000cds2/meta?sig_id=CPC013_VCAP_24H:BRD-K69852452:10.0
22	0.1724	S1003	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-K99749624	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=11485656	None	A549	10.0um	6.0h	https://maayanlab.cloud/l1000cds2/meta?sig_id=CPC014_A549_6H:BRD-K99749624:10.0
23	0.1724	BRD-A94756469	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-A94756469	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=5702042	None	ASC	10.0um	24.0h	https://maayanlab.cloud/l1000cds2/meta?sig_id=CPC017_ASC_24H:BRD-A94756469:10.0
24	0.1724	BRD-A93236127	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-A93236127	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=5702041	None	SKB	10.0um	24.0h	https://maayanlab.cloud/l1000cds2/meta?sig_id=CPC017_SKB_24H:BRD-A93236127:10.0
25	0.1724	OSI-027	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-K94012289	None	None	HA1E	0.37um	24h	https://maayanlab.cloud/l1000cds2/meta?sig_id=LJP006_HA1E_24H:BRD-K94012289:0.37
26	0.1724	AT-7519	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-K13390322	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=11338033	None	HS578T	3.33um	3h	https://maayanlab.cloud/l1000cds2/meta?sig_id=LJP006_HS578T_3H:BRD-K13390322:3.33
27	0.1724	BMS-387032	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-K43389698	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=3025986	None	HS578T	10um	3h	https://maayanlab.cloud/l1000cds2/meta?sig_id=LJP006_HS578T_3H:BRD-K43389698:10
28	0.1379	AG 592	http://life.ccs.miami.edu/life/summary?mode=SmallMolecule&source=BROAD&input=BRD-K89930444	http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=5467485	None	HA1E	10.0um	24.0h	https://maayanlab.cloud/l1000cds2/meta?sig_id=CPC001_HA1E_24H:BRD-K89930444:10.0
